bundle_version,cut,window,series,series_label,report_id,start_date,end_date,years,total_return,cagr,vol_ann,sharpe_excess_cdi,sortino_excess_cdi,max_drawdown,pct_neg_months,worst_month,best_month,N_months,pdf_md5,total_return_recalc_from_monthly_index,total_return_abs_diff,cagr_recalc_from_monthly_index,cagr_abs_diff
v13b1,D0,10Y,CDI,CDI (TR),REL_IND_D0_CDI_10Y,2016-02-10,2026-02-10,10.00136892539357,1.4462,0.09380000000000001,0.011379128349020018,0.0,0.0,0.0,0.0,0.0013,0.0128,121.0,85a1f4e0ee93b40ec1902e40bd59870b,1.4459728362926483,0.00022716370735165192,0.09355302452020209,0.0002469754797979201
v13b1,D0,10Y,IBOV,Ibovespa (TR),REL_IND_D0_IBOV_10Y,2016-02-10,2026-02-10,10.00136892539357,3.6049,0.1674,0.21700939751902507,0.4038993135595175,0.5343942081018649,-0.36855736290999963,0.36363636363636365,-0.299,0.1697,121.0,617a48f47a414360a69b1ff67b636ebb,3.603599905710314,0.0013000942896863599,0.16493228415881966,0.002467715841180329
v13b1,D0,10Y,PA,Portfólio A (TR),REL_IND_D0_PA_10Y,2016-02-10,2026-02-10,10.00136892539357,7.654500000000001,0.2444,0.22733440566707008,0.6706964344789373,1.0389728849275381,-0.3355487111679999,0.34710743801652894,-0.2522,0.2442,121.0,f5b32381ac48d557d490551cf12bb114,7.6494357736677365,0.005064226332264887,0.2407547683435236,0.0036452316564764
v13b1,D0,10Y,PB,Portfólio B (TR),REL_IND_D0_PB_10Y,2016-02-10,2026-02-10,10.00136892539357,9.0966,0.264,0.22088308773258533,0.7564512580128567,1.062815149854583,-0.3123249199999999,0.33884297520661155,-0.2631,0.1944,121.0,ad526b56a4c0514658ea40c68777dfd3,9.0931738686145,0.0034261313855008524,0.2600536391085415,0.0039463608914585
v13b1,D0,10Y,PC,Portfólio C (TR),REL_IND_D0_PC_10Y,2016-02-10,2026-02-10,10.00136892539357,8.975900000000001,0.2625,0.2818007223917211,0.6414227426559218,0.9369517411205505,-0.37371366595,0.4132231404958678,-0.3066,0.2955,121.0,06d7379ad8829de6d61ff04c71b16b1b,8.97640610944875,0.0005061094487484041,0.2585884404201171,0.003911559579882928
v13b1,D0,10Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D0_SP500_PR_10Y,2016-02-10,2026-02-10,10.00136892539357,3.9478,0.1738,0.17305307397796532,0.4849478050630728,0.7857081375379833,-0.271285746632132,0.3884297520661157,-0.1359,0.1763,121.0,184364bc00ac4e173a652787ac5f98a4,3.9458944467965855,0.0019055532034144562,0.17331597019817835,0.00048402980182166155
v13b1,D0,10Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D0_SP500_TR_10Y,2016-02-10,2026-02-10,10.00136892539357,4.8757,0.1941,0.17359581792197645,0.5823063300993908,0.9492460974434928,-0.2624106304995526,0.38016528925619836,-0.1349,0.1777,121.0,c49af0b6efa367482391ecbfcf79b7d0,4.876994744000528,0.0012947440005275368,0.1937269603020395,0.00037303969796048664
v13b1,D0,15Y,CDI,CDI (TR),REL_IND_D0_CDI_15Y,2011-02-10,2026-02-10,15.00068446269678,3.0191,0.0975,0.010074066773790974,0.0,0.0,0.0,0.0,0.0013,0.0128,181.0,9127f769c1b62ea46bb4f37a8ae7c109,3.0192073404032023,0.0001073404032023717,0.09717067073566388,0.00032932926433612564
v13b1,D0,15Y,IBOV,Ibovespa (TR),REL_IND_D0_IBOV_15Y,2011-02-10,2026-02-10,15.00068446269678,1.8792,0.0742,0.21092579254203203,0.001507329275422041,0.0021960456040977694,-0.4109513456799273,0.43646408839779005,-0.299,0.1697,181.0,cbbeb5b027c3c616e1b0612bb205265a,1.8779070515395109,0.0012929484604891073,0.07300988055307411,0.0011901194469258886
v13b1,D0,15Y,PA,Portfólio A (TR),REL_IND_D0_PA_15Y,2011-02-10,2026-02-10,15.00068446269678,4.8876,0.1276,0.1895576287635709,0.2286194908738968,0.3504652052418424,-0.3324228505108936,0.39779005524861877,-0.233,0.1697,181.0,03e2a96579e71062beebc4a09f5570a8,4.886565353657705,0.001034646342294998,0.12543855616286237,0.002161443837137622
v13b1,D0,15Y,PB,Portfólio B (TR),REL_IND_D0_PB_15Y,2011-02-10,2026-02-10,15.00068446269678,6.277699999999999,0.1439,0.21095848259203095,0.29494304052755865,0.4146097656678567,-0.31693412,0.40331491712707185,-0.2748,0.1808,181.0,7ae63fe65b1dfb85f415c4cbc3b3df0a,6.27767412717885,2.587282114951961e-05,0.1414675022492684,0.0024324977507315937
v13b1,D0,15Y,PC,Portfólio C (TR),REL_IND_D0_PC_15Y,2011-02-10,2026-02-10,15.00068446269678,4.8131,0.1266,0.23724238358105226,0.22383290762200514,0.3293109482107454,-0.426137208786072,0.425414364640884,-0.328,0.1969,181.0,a25080422ffea70dc0b71e087a12adf8,4.813391103454203,0.00029110345420235717,0.12450047730643243,0.002099522693567557
v13b1,D0,15Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D0_SP500_PR_15Y,2011-02-10,2026-02-10,15.00068446269678,15.3782,0.2054,0.16569929714849863,0.6421437252738935,1.1054808050267952,-0.2712857466321321,0.3701657458563536,-0.1359,0.1763,181.0,4e122cccaeab6e4e7d2c8b946ebd5222,15.36890956162243,0.009290438377568933,0.2048443821401158,0.0005556178598841999
v13b1,D0,15Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D0_SP500_TR_15Y,2011-02-10,2026-02-10,15.00068446269678,20.6433,0.228,0.1662983436295222,0.7522819921570351,1.3038443613513446,-0.2624106304995524,0.35911602209944754,-0.1349,0.1777,181.0,30422235098e0a9881a0432d255f6863,20.6429601279619,0.0003398720381007081,0.22748741656203464,0.0005125834379653693
v13b1,D0,20Y,CDI,CDI (TR),REL_IND_D0_CDI_20Y,2006-02-10,2026-02-10,20.0,5.9562,0.1022,0.009436488287669279,0.0,0.0,0.0,0.0,0.0013,0.0142,241.0,3cac5345742a54c8417b139690191682,5.95727705940003,0.0010770594000302225,0.10184870336719509,0.00035129663280490664
v13b1,D0,20Y,IBOV,Ibovespa (TR),REL_IND_D0_IBOV_20Y,2006-02-10,2026-02-10,20.0,4.0285,0.08560000000000001,0.21807040858306534,0.03642550480845815,0.05180228227810305,-0.49589524920277117,0.42323651452282157,-0.299,0.1697,241.0,89e857dcb1841b55ad5a45af62c6718e,4.024871766028338,0.0036282339716624534,0.08406731166450077,0.0015326883354992438
v13b1,D0,20Y,PA,Portfólio A (TR),REL_IND_D0_PA_20Y,2006-02-10,2026-02-10,20.0,9.0937,0.1248,0.18554764550119557,0.19396466444175992,0.27003307984889263,-0.3937477587245123,0.3900414937759336,-0.2308,0.1631,241.0,0c8ca63b4b3a9826c254545113d1f716,9.092354370138741,0.0013456298612588569,0.12253431150158756,0.002265688498412438
v13b1,D0,20Y,PB,Portfólio B (TR),REL_IND_D0_PB_20Y,2006-02-10,2026-02-10,20.0,13.83,0.1471,0.2137344885541647,0.28712339656680486,0.3713286544467698,-0.4708881851835959,0.3900414937759336,-0.2772,0.181,241.0,d101dec0ae146ce329baa8fe3080ed95,13.82849278247596,0.0015072175240398167,0.1443393984206025,0.0027606015793975036
v13b1,D0,20Y,PC,Portfólio C (TR),REL_IND_D0_PC_20Y,2006-02-10,2026-02-10,20.0,9.7562,0.1285,0.24018716556484587,0.21350405292122224,0.2988937291520844,-0.5191314406029209,0.4315352697095436,-0.3173,0.1972,241.0,86c1e6a5635c253dec4e9e0e718b7787,9.75810681039816,0.0019068103981609852,0.1261254995758947,0.002374500424105308
v13b1,D0,20Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D0_SP500_PR_20Y,2006-02-10,2026-02-10,20.0,12.2107,0.138,0.164746649491491,0.27354594671522325,0.4482993887223355,-0.42783294191088794,0.3983402489626556,-0.1359,0.1763,241.0,d0fa261537795d6ddad2bee0e8607d47,12.20539961048928,0.0053003895107188725,0.1377257234647853,0.0002742765352147236
v13b1,D0,20Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D0_SP500_TR_20Y,2006-02-10,2026-02-10,20.0,18.404,0.1601,0.16517958689048473,0.3891668418047978,0.6471772974582418,-0.4003413610637757,0.38589211618257263,-0.1349,0.1777,241.0,3b5268c34d62c89c85e40e90a4a9ca3a,18.397271494289072,0.00672850571092809,0.15981048941488463,0.00028951058511536565
v13b1,D0,25Y,CDI,CDI (TR),REL_IND_D0_CDI_25Y,2001-02-12,2026-02-10,24.99383983572895,15.593,0.1193,0.01283776240322256,0.0,0.0,0.0,0.0,0.0013,0.0208,301.0,7ee3557f295ebd537ee6fb6f69006e58,15.5951600007871,0.0021600007871001026,0.11895155763256926,0.00034844236743074297
v13b1,D0,25Y,IBOV,Ibovespa (TR),REL_IND_D0_IBOV_25Y,2001-02-12,2026-02-10,24.99383983572895,9.9907,0.1024,0.23247562706672376,0.046444853460341454,0.06767447722850965,-0.4958952492027713,0.42857142857142855,-0.299,0.1792,301.0,c54c198e8d9679e91c6ad765509e574b,9.98566384510877,0.005036154891230993,0.10063498538267202,0.0017650146173279896
v13b1,D0,25Y,PA,Portfólio A (TR),REL_IND_D0_PA_25Y,2001-02-12,2026-02-10,24.99383983572895,50.3547,0.1737,0.21442462214197996,0.3203011261348425,0.47881696523155043,-0.44219098274972823,0.4186046511627907,-0.2482,0.2114,301.0,9adc6e19130c0abbdf141295d3342383,50.323796554342955,0.030903445657045836,0.1706568548248839,0.0030431451751160854
v13b1,D0,25Y,PB,Portfólio B (TR),REL_IND_D0_PB_25Y,2001-02-12,2026-02-10,24.99383983572895,47.4332,0.1709,0.22572828728598263,0.3057398266199359,0.4283854135977524,-0.5247817576568636,0.3853820598006645,-0.2744,0.2084,301.0,8370fe27a5cbcc9ffc19cced0ef50535,47.42516460982759,0.008035390172409507,0.167937107059976,0.002962892940023998
v13b1,D0,25Y,PC,Portfólio C (TR),REL_IND_D0_PC_25Y,2001-02-12,2026-02-10,24.99383983572895,52.0951,0.1753,0.25395953615485023,0.3136225710454564,0.45763348988221647,-0.5577921483097168,0.4119601328903654,-0.3263,0.213,301.0,f559513b12a697f9f66fa7f2dafef8f4,52.11031940208872,0.01521940208871797,0.17226058937239475,0.0030394106276052657
v13b1,D0,25Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D0_SP500_PR_25Y,2001-02-12,2026-02-10,24.99383983572895,12.7009,0.1106,0.16706958493782068,0.035058203356099285,0.05817666376189421,-0.5067819433416054,0.4219269102990033,-0.1359,0.1763,301.0,222dbc343cbbc6ca228062e4ea8ce6d6,12.68929276656183,0.011607233438171605,0.1103667381511022,0.00023326184889779777
v13b1,D0,25Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D0_SP500_TR_25Y,2001-02-12,2026-02-10,24.99383983572895,20.886,0.1317,0.16750243537873505,0.14632153056343183,0.24694096706685723,-0.45822296554644304,0.4119601328903654,-0.1349,0.1777,301.0,831ce9f840498d97c529660bce110e83,20.87698215833439,0.009017841665610149,0.13139096701847808,0.0003090329815219339
v13b1,D0,5Y,CDI,CDI (TR),REL_IND_D0_CDI_5Y,2021-02-10,2026-02-10,4.999315537303217,0.7034,0.1127,0.010103292759796875,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0128,61.0,0d3e69f7d55cde28129f53cb7be32215,0.7032110944104379,0.0001889055895620828,0.11239756137908508,0.0003024386209149188
v13b1,D0,5Y,IBOV,Ibovespa (TR),REL_IND_D0_IBOV_5Y,2021-02-10,2026-02-10,4.999315537303217,0.5699000000000001,0.0953,0.17571576041726134,-0.00643798437944795,-0.01125076416328788,-0.2228668689503721,0.39344262295081966,-0.115,0.1256,61.0,52dfb2afb60c5760e7b516db88d68867,0.5694285770066239,0.00047142299337621374,0.09434352111278699,0.0009564788872130081
v13b1,D0,5Y,PA,Portfólio A (TR),REL_IND_D0_PA_5Y,2021-02-10,2026-02-10,4.999315537303217,1.3831,0.1917,0.15564661044899852,0.5065288331378887,1.057144811684346,-0.06929999999999958,0.3770491803278688,-0.0935,0.1364,61.0,b706815c50934790953b6b7c2593a21d,1.3839904456717407,0.0008904456717406806,0.18979251804922526,0.0019074819507747531
v13b1,D0,5Y,PB,Portfólio B (TR),REL_IND_D0_PB_5Y,2021-02-10,2026-02-10,4.999315537303217,1.5418,0.2073,0.17369493117173598,0.5478473907420652,0.939887001885561,-0.11345797000000035,0.32786885245901637,-0.0989,0.1296,61.0,d76de080aaecee57b6f1439c7c057e7c,1.5428549176597888,0.0010549176597887122,0.20524521256975037,0.002054787430249644
v13b1,D0,5Y,PC,Portfólio C (TR),REL_IND_D0_PC_5Y,2021-02-10,2026-02-10,4.999315537303217,1.4403,0.1974,0.18346657782911815,0.4800529081442734,0.8777261706192607,-0.1190648899250003,0.39344262295081966,-0.0909,0.1451,61.0,36b080a4c2e53e43e180613566382947,1.4406893835377281,0.0003893835377282162,0.19539961983126064,0.002000380168739352
v13b1,D0,5Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D0_SP500_PR_5Y,2021-02-10,2026-02-10,4.999315537303217,0.7095999999999999,0.1136,0.15643069800614112,0.07984549028005956,0.13429631864396652,-0.2712857466321319,0.45901639344262296,-0.09050000000000001,0.1092,61.0,caa3fffcdbd764985f80777c47f6d6bd,0.7091976131260029,0.0004023868739969627,0.11317855166777724,0.000421448332222768
v13b1,D0,5Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D0_SP500_TR_5Y,2021-02-10,2026-02-10,4.999315537303217,0.8393,0.1301,0.15662791619359412,0.17235842234125498,0.290519757423331,-0.2624106304995525,0.45901639344262296,-0.0897,0.1101,61.0,376da51be0c8d81d147708f9fe3123e4,0.8394277838710638,0.00012778387106371358,0.12964971222456922,0.0004502877754307688
v13b1,D12M,10Y,CDI,CDI (TR),REL_IND_D12M_CDI_10Y,2015-02-10,2025-02-10,10.00136892539357,1.4201,0.0928,0.011146094449967813,0.0,0.0,0.0,0.0,0.0013,0.0121,121.0,2aa64806d8cdfbf69839ff7d9f45ec4e,1.419711916515995,0.00038808348400487525,0.09237339337272754,0.00042660662727245224
v13b1,D12M,10Y,IBOV,Ibovespa (TR),REL_IND_D12M_IBOV_10Y,2015-02-10,2025-02-10,10.00136892539357,1.5886,0.1015,0.22028438099964484,0.14280462951057896,0.20002147241561072,-0.3685573629100002,0.4214876033057851,-0.299,0.1697,121.0,4abc0fd3b025afcba29a17cd64bb926a,1.5879137066215336,0.0006862933784663738,0.09973824079111004,0.0017617592088899625
v13b1,D12M,10Y,PA,Portfólio A (TR),REL_IND_D12M_PA_10Y,2015-02-10,2025-02-10,10.00136892539357,3.5451,0.1663,0.2267086535695225,0.389768977183886,0.6176755590655925,-0.3465524888141369,0.39669421487603307,-0.2516,0.2154,121.0,d55a16d77ebf8e9c6b613adf0d7b4af2,3.5440988637128292,0.0010011362871709117,0.16341799905696486,0.0028820009430351456
v13b1,D12M,10Y,PB,Portfólio B (TR),REL_IND_D12M_PB_10Y,2015-02-10,2025-02-10,10.00136892539357,4.3979,0.1869,0.22327670443600164,0.47215041317334583,0.6791319850281702,-0.32176764,0.39669421487603307,-0.2774,0.1602,121.0,171c5c1be54ff48a3d05793914a2de95,4.398785252599944,0.0008852525999438754,0.18363986036117863,0.00326013963882138
v13b1,D12M,10Y,PC,Portfólio C (TR),REL_IND_D12M_PC_10Y,2015-02-10,2025-02-10,10.00136892539357,4.34,0.1856,0.30050269348774294,0.41302204120701125,0.6269956903884429,-0.4138821151972588,0.4297520661157025,-0.3187,0.2666,121.0,df70e947b34497ae282c3f9c72d28bb8,4.34096336106906,0.0009633610690604755,0.1823661850356748,0.003233814964325177
v13b1,D12M,10Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D12M_SP500_PR_10Y,2015-02-10,2025-02-10,10.00136892539357,5.0385,0.1973,0.17741793102145534,0.5959002702749057,0.9895897678126983,-0.2712857466321319,0.3884297520661157,-0.1359,0.1763,121.0,ac69f7bf0312c00cd213a67d1a09ccc4,5.035967603592372,0.0025323964076280348,0.19691691252421206,0.000383087475787941
v13b1,D12M,10Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D12M_SP500_TR_10Y,2015-02-10,2025-02-10,10.00136892539357,6.234400000000001,0.2192,0.1779349836688197,0.6960858253460939,1.1601505797945486,-0.2624106304995527,0.371900826446281,-0.1349,0.1777,121.0,26d28726f8bf753cd882ec0214a07b5e,6.236361191398763,0.0019611913987622742,0.21882192780035958,0.0003780721996404224
v13b1,D12M,15Y,CDI,CDI (TR),REL_IND_D12M_CDI_15Y,2010-02-10,2025-02-10,15.00068446269678,2.8595,0.09449999999999999,0.009561422642399665,0.0,0.0,0.0,0.0,0.0013,0.0121,181.0,445e926a1754e3bd09eb13b2730d90ff,2.85961536290131,0.00011536290130997884,0.09421118767981063,0.00028881232018936054
v13b1,D12M,15Y,IBOV,Ibovespa (TR),REL_IND_D12M_IBOV_15Y,2010-02-10,2025-02-10,15.00068446269678,0.9303,0.04559999999999999,0.21123338796584346,-0.1112962343600429,-0.16593967774572857,-0.4283659685685479,0.46408839779005523,-0.299,0.1697,181.0,65d336cbe5b48c7a5c5a8bfca5803ca8,0.929443769867077,0.0008562301329230193,0.044787433044512825,0.0008125669554871623
v13b1,D12M,15Y,PA,Portfólio A (TR),REL_IND_D12M_PA_15Y,2010-02-10,2025-02-10,15.00068446269678,3.6221,0.1093,0.18209286390893017,0.15643958814496356,0.24277963668687355,-0.30352894357442284,0.3867403314917127,-0.2217,0.157,181.0,dc5ed8a9b9286a9bbb6c249648f4e2f8,3.6216026604463982,0.0004973395536018721,0.10743306112270123,0.00186693887729876
v13b1,D12M,15Y,PB,Portfólio B (TR),REL_IND_D12M_PB_15Y,2010-02-10,2025-02-10,15.00068446269678,3.9533,0.1145,0.20862602391924548,0.18546124801300562,0.2568881245074043,-0.31902004000000006,0.425414364640884,-0.2764,0.1904,181.0,6314dc58de5a65be69ac7075ab64bcda,3.9532679301456186,3.20698543814224e-05,0.1125614497144547,0.0019385502855453068
v13b1,D12M,15Y,PC,Portfólio C (TR),REL_IND_D12M_PC_15Y,2010-02-10,2025-02-10,15.00068446269678,4.1208,0.117,0.22576594211435994,0.19852358218870442,0.28899059798276383,-0.3916357300000003,0.44751381215469616,-0.3277,0.1758,181.0,826e24276e065bfff538e19faa869694,4.1210813124801655,0.0002813124801654965,0.1150353095213501,0.0019646904786499025
v13b1,D12M,15Y,SP500_PR,S&P 500 BRL (Price Return),REL_IND_D12M_SP500_PR_15Y,2010-02-10,2025-02-10,15.00068446269678,16.7634,0.2118,0.1652746954101255,0.6930214263959203,1.1779213556907113,-0.2712857466321317,0.35911602209944754,-0.1359,0.1763,181.0,ddcc1fde6e75811c7d0aba6a77d342b7,16.7545100547327,0.008889945267299026,0.2113884982361891,0.0004115017638108842
v13b1,D12M,15Y,SP500_TR,S&P 500 BRL (Total Return),REL_IND_D12M_SP500_TR_15Y,2010-02-10,2025-02-10,15.00068446269678,22.6425,0.2352,0.16580173906722567,0.8066004272915701,1.3846971148338685,-0.2624106304995524,0.34806629834254144,-0.1349,0.1777,181.0,5eb98f1c64dd574a3764343adb08c016,22.64295655472838,0.00045655472838035394,0.23474120179113922,0.00045879820886077227
v13b1,D12M,20Y,CDI,CDI (TR),REL_IND_D12M_CDI_20Y,2005-02-10,2025-02-10,20.0,6.234500000000001,0.1044,0.010403226438559829,0.0,0.0,0.0,0.0,0.0013,0.0165,241.0,cac1cc6224d7d97dde36b41196cabba1,6.234632827130176,0.00013282713017570558,0.10400445200847197,0.0003955479915280363
v13b1,D12M,20Y,IBOV,Ibovespa (TR),REL_IND_D12M_IBOV_20Y,2005-02-10,2025-02-10,20.0,3.7537,0.0825,0.22139282471215027,0.01740708371873355,0.025207525779676707,-0.49589524920277117,0.43568464730290457,-0.299,0.1697,241.0,ac731b7dbb35b26928613ea83390f120,3.7503988344362025,0.003301165563797337,0.08102690677751845,0.0014730932224815557
v13b1,D12M,20Y,PA,Portfólio A (TR),REL_IND_D12M_PA_20Y,2005-02-10,2025-02-10,20.0,10.8333,0.1339,0.19578311474881302,0.2252304948629353,0.3159500543538079,-0.3985360622373817,0.3941908713692946,-0.2445,0.1648,241.0,4aec2e6d0d3295cb4022f9136926fe9a,10.83616413695818,0.002864136958180552,0.13151560803089546,0.0023843919691045323
